Hexagon Center,Number of Pixels,Alignment Metric,Adjusted Metric,Metric Squared,metric2
"(1732.0508075688772, 960.0)",253,0.2803885262662811,0.5121092049399236,0.078617725661777,0.522516607859277
"(1801.3328398716321, 960.0)",232,0.4249723352309194,0.6322738113107391,0.1806014857116209,0.6397762522585771
"(1870.6148721743873, 960.0)",202,0.526313239487753,0.7050714267773217,0.2770056260600928,0.7108139959048765
"(1939.8969044771425, 960.0)",180,0.09787511906456148,0.31317169081447244,0.009579538931902085,0.32838837935207915
"(2009.1789367798974, 960.0)",120,0.042759465105953076,0.21410234355411809,0.0018283718561472187,0.2317140192266727
"(2078.4609690826524, 960.0)",190,0.0006082040341168771,0.08921096065016053,3.6991214711604337e-07,0.10984186743296723
"(2147.7430013854078, 960.0)",74,0.2647988341049119,0.5080461577482802,0.07011842254332065,0.5185517842455794
"(2217.0250336881627, 960.0)",109,0.21793264900495202,0.4602531428410829,0.04749463950231561,0.47191415855824137
"(2286.3070659909176, 960.0)",210,0.09063830523770111,0.30097981147188885,0.008215302376362676,0.31649123692847
"(2355.589098293673, 960.0)",212,0.021597420169679804,0.15479697778707777,0.000466448557985692,0.17384235209572182
"(2424.871130596428, 960.0)",186,0.09108414432705114,0.3009703436045975,0.008296321347791083,0.3164819979455004
"(2494.153162899183, 960.0)",57,0.3960046438094271,0.6187940806885859,0.15681967791863125,0.6266223921737333
"(2563.4351952019383, 960.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1020.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1020.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1020.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1020.0)",90,0.37632852685366736,0.5989960141464056,0.14162316012385143,0.6073029410254825
"(311.76914536239786, 1020.0)",128,0.4187264355276701,0.6290914309757534,0.17533182780970805,0.6366708055077077
"(381.0511776651529, 1020.0)",133,0.22994724075570638,0.47180152722460844,0.052875733531162795,0.48318336242031573
"(450.33320996790803, 1020.0)",114,0.3544038893359027,0.5805129819960376,0.12560211677641478,0.5892667335029041
"(519.6152422706632, 1020.0)",223,0.2807732081430867,0.5134724871696444,0.07883359441096109,0.5238469329383576
"(588.8972745734183, 1020.0)",160,0.10207080749169317,0.313103831882667,0.010418449742006288,0.3283221609001311
"(658.1793068761733, 1020.0)",182,0.16342885977762367,0.4026692469181338,0.02670899220821418,0.41572234498699295
"(727.4613391789284, 1020.0)",212,0.3045940284873625,0.5354135980072156,0.0927775221901602,0.5452576205962509
"(796.7433714816835, 1020.0)",216,0.029776108206759355,0.1932688977305038,0.0008866166199406418,0.21138421894130005
"(866.0254037844386, 1020.0)",209,0.2643832599652338,0.4980940057758382,0.06989850814984441,0.5088402241070212
"(935.3074360871937, 1020.0)",248,0.05112943284752647,0.22373420858242238,0.0026142189033097184,0.241113035311623
"(1004.5894683899488, 1020.0)",194,0.010570904892041932,0.12714007701696597,0.00011174403023659606,0.14685405289984746
"(1073.8715006927036, 1020.0)",194,0.1911736516054523,0.42471414994891676,0.036547365068162856,0.43723431567684556
"(1143.1535329954588, 1020.0)",246,0.18554038196674338,0.4161729617404606,0.034425233340365034,0.4288996094574416
"(1212.435565298214, 1020.0)",316,0.3772621012773172,0.595390567117797,0.14232669306017673,0.603784655157092
"(1281.717597600969, 1020.0)",194,0.3616415028786557,0.584702040428789,0.13078457660433274,0.5933545220541894
"(1350.999629903724, 1020.0)",270,0.3762756153270703,0.5945229091278752,0.1415833386897654,0.6029379726735288
"(1420.281662206479, 1020.0)",214,0.006234623356225599,0.1095220196397956,3.887052839399375e-05,0.12966190951048412
"(1489.5636945092342, 1020.0)",175,0.024963095175620342,0.16748820626710614,0.0006231561207470796,0.18622677196363255
"(1558.8457268119894, 1020.0)",224,0.015129963628428111,0.14858192517985233,0.00022891579939755753,0.16777754748597445
"(1628.1277591147443, 1020.0)",202,0.20790298818463926,0.4427349875479391,0.04322365249610225,0.45481950213447886
"(1697.4097914174995, 1020.0)",192,0.19671832046974624,0.4369259212707269,0.03869809760843779,0.4491508691939618
"(1766.6918237202547, 1020.0)",174,0.08689587634963725,0.296006614496583,0.007550893326571446,0.3116382662704338
"(1835.9738560230096, 1020.0)",199,0.3237280771349724,0.5536562999479533,0.10479986792550666,0.5630593078572418
"(1905.2558883257648, 1020.0)",252,0.32279513426356266,0.5508740086814796,0.10419669870423144,0.5603442780795449
"(1974.53792062852, 1020.0)",137,0.261382366759896,0.5027287266552357,0.0683207416530048,0.5133629012797911
"(2043.8199529312749, 1020.0)",92,0.057193830272552315,0.25541697359473725,0.0032711342212455217,0.272029874064177
"(2113.10198523403, 1020.0)",154,0.03741803105121155,0.21676523755963628,0.0014001090477494319,0.23431253815492117
"(2182.3840175367854, 1020.0)",100,0.1311601497750945,0.36908660438684515,0.01720298488902522,0.3829515579795791
"(2251.6660498395404, 1020.0)",189,0.10230086740395472,0.3106300120160617,0.010465467471601526,0.32590814527084583
"(2320.9480821422953, 1020.0)",208,0.31786715822367584,0.5468929655787859,0.10103953027719537,0.5564594761178124
"(2390.2301144450507, 1020.0)",175,0.07104372023288441,0.2670380326203147,0.00504721018452835,0.2833699956693475
"(2459.5121467478057, 1020.0)",106,0.2925893173374756,0.5675458709784813,0.08560850862001002,0.5766131005178907
"(2528.7941790505606, 1020.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1020.0)",nan,nan,nan,nan,nan
"(0.0, 1080.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1080.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1080.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1080.0)",49,0.2459302669030483,0.49561319334541193,0.060481696179004577,0.5064193849581335
"(277.12812921102034, 1080.0)",55,0.021821998529383935,0.20447706704781696,0.0004761996198164346,0.22232143238715946
"(346.4101615137754, 1080.0)",146,0.3517744736055566,0.5777883184931395,0.12374528028046643,0.586607938345937
"(415.6921938165305, 1080.0)",98,0.006510398745515955,0.13620524477250762,4.2385291825615724e-05,0.15570007153660453
"(484.9742261192856, 1080.0)",154,-0.001283636509569419,0.08427772671797487,1.6477226886995614e-06,0.10502789371726633
"(554.2562584220407, 1080.0)",213,0.5718088773077756,0.7353565838821252,0.3269653921679788,0.7403670137188532
"(623.5382907247957, 1080.0)",223,0.09850870632404063,0.3082211942994807,0.009703965221636083,0.3235575603740136
"(692.8203230275508, 1080.0)",161,0.338728953347204,0.5704122606648662,0.11473730383569229,0.5794101956483663
"(762.102355330306, 1080.0)",185,0.25789301544929666,0.4935553016746517,0.06650880741753117,0.5044112425207425
"(831.384387633061, 1080.0)",167,0.09043741960788299,0.2954427216215047,0.008178926865332298,0.3110880054240167
"(900.6664199358161, 1080.0)",191,0.10114408656487095,0.313410042967514,0.010230126247042108,0.32862096937630986
"(969.9484522385712, 1080.0)",158,0.043341050494145605,0.2171404360443085,0.001878446657936079,0.23467866627051667
"(1039.2304845413262, 1080.0)",188,0.01674934021095842,0.1565050005738487,0.0002805403975024286,0.1755090836787689
"(1108.5125168440813, 1080.0)",177,0.09286472180801386,0.30083473003615313,0.008623856556479806,0.3163496628154503
"(1177.7945491468365, 1080.0)",254,0.2211439245447151,0.4632964182249719,0.04890463536303864,0.47488386320007875
"(1247.0765814495915, 1080.0)",311,0.3093749803453505,0.5389259568504574,0.09571287846368601,0.5486850686726864
"(1316.3586137523466, 1080.0)",269,0.6347249529846994,0.7745736618319051,0.40287576594142893,0.778636024483804
"(1385.6406460551016, 1080.0)",208,0.3860646070837803,0.6042598054175434,0.1490458808427537,0.6124394809042972
"(1454.9226783578567, 1080.0)",190,0.576760295375927,0.7394579096914679,0.33265243832212654,0.7443691905702058
"(1524.204710660612, 1080.0)",164,0.24789990765626913,0.4842509272153202,0.06145436421598676,0.4953317999676471
"(1593.4867429633669, 1080.0)",212,0.18519595284952084,0.4212492232557187,0.03429754095184195,0.43385315308508987
"(1662.768775266122, 1080.0)",158,0.43939693782693756,0.6474636044674104,0.19306966897168965,0.6545988343636086
"(1732.0508075688772, 1080.0)",264,0.5055217127192331,0.6902627441605375,0.2555522020305868,0.696363311047576
"(1801.3328398716321, 1080.0)",262,0.42488155383350357,0.631440937750122,0.1805243347879724,0.6389635132957734
"(1870.6148721743873, 1080.0)",252,0.3954798042739007,0.6142804357678102,0.15640427558852282,0.6222178639658049
"(1939.8969044771425, 1080.0)",196,0.2166897066399922,0.4508533513464175,0.04695442896372588,0.4627416056628347
"(2009.1789367798974, 1080.0)",153,0.2133885014970014,0.4488576937885035,0.045534652571135766,0.4607941928376169
"(2078.4609690826524, 1080.0)",169,0.05622921747374798,0.25068032684408365,0.0031617248977100455,0.26740773506334026
"(2147.7430013854078, 1080.0)",188,0.1557673274511624,0.38446501224770824,0.02426346030127765,0.3979581950556205
"(2217.0250336881627, 1080.0)",180,0.2744930840055291,0.508872305335067,0.07534645316686645,0.519357959833997
"(2286.3070659909176, 1080.0)",242,0.19932513084431025,0.4319666264781059,0.039730507786101404,0.44431146463535565
"(2355.589098293673, 1080.0)",139,0.27650419222821565,0.5132668179059703,0.07645456831977804,0.523646235699373
"(2424.871130596428, 1080.0)",139,0.20260444736688976,0.46827840710024443,0.04104856209284281,0.4797454132151721
"(2494.153162899183, 1080.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1080.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1140.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1140.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1140.0)",46,0.23289482509389914,0.4844040906907891,0.05423999955551787,0.4954812607382589
"(242.4871130596428, 1140.0)",116,0.1967113552815134,0.4333990978455596,0.03869535729668979,0.44570930621477595
"(311.76914536239786, 1140.0)",93,0.2184244064746177,0.45973712612201245,0.047709221343789014,0.4714106164686882
"(381.0511776651529, 1140.0)",107,0.33257205746820606,0.5597775938734911,0.11060417340863575,0.5690326203878647
"(450.33320996790803, 1140.0)",136,0.04319612642896997,0.21680504250099286,0.0018659053384675582,0.2343513808175801
"(519.6152422706632, 1140.0)",184,0.10960547865753023,0.3310296983668203,0.012013360951746314,0.3458146721558552
"(588.8972745734183, 1140.0)",228,0.09106515259050596,0.29680842181398315,0.008292862016332135,0.31242069001195516
"(658.1793068761733, 1140.0)",181,0.4488842894339662,0.6518434014596571,0.20149710530063672,0.6588727503973127
"(727.4613391789284, 1140.0)",248,0.15379152286409026,0.3799174966612481,0.023651832504855995,0.39352061500044966
"(796.7433714816835, 1140.0)",236,0.20194636868681304,0.43444358788936327,0.040782335825790224,0.4467285458629056
"(866.0254037844386, 1140.0)",239,0.040497446020035355,0.21180933877175992,0.0016400431341456773,0.22947644750313634
"(935.3074360871937, 1140.0)",205,0.06865655766131917,0.2578114147064778,0.004713722909902044,0.27436642990851046
"(1004.5894683899488, 1140.0)",177,0.16961221244878777,0.40208865918950565,0.02876830261177272,0.4151557928826949
"(1073.8715006927036, 1140.0)",192,0.245220793551592,0.48209486559555215,0.0601332375900725,0.4932278608255605
"(1143.1535329954588, 1140.0)",219,0.43463248968828494,0.6421450886625902,0.18890540109263712,0.6494088929087949
"(1212.435565298214, 1140.0)",221,0.18187340649529404,0.4143713745586629,0.033077935990202464,0.427141575385079
"(1281.717597600969, 1140.0)",251,0.658290764264907,0.7913328927725793,0.4333467303164753,0.7949901034415036
"(1350.999629903724, 1140.0)",229,0.6985958598000142,0.8128795062843851,0.48803617532972104,0.8160158306893991
"(1420.281662206479, 1140.0)",175,0.3931688208498514,0.6105518381869895,0.15458172168846254,0.6185794046919825
"(1489.5636945092342, 1140.0)",168,0.39271118825108187,0.6073698368231291,0.15422207737757665,0.6154743277506661
"(1558.8457268119894, 1140.0)",144,0.3429953730790567,0.5714327383054763,0.11764582595364129,0.580406003389675
"(1628.1277591147443, 1140.0)",168,0.4479255313971484,0.650778741747709,0.2006372816774178,0.6578338286798475
"(1697.4097914174995, 1140.0)",236,0.6396246275744351,0.777911281142837,0.4091196641997347,0.7818929573308387
"(1766.6918237202547, 1140.0)",291,0.18652255521651218,0.423973552079088,0.034790663604496834,0.4365116216533574
"(1835.9738560230096, 1140.0)",185,0.32666590356584657,0.558850559914082,0.10671061255249097,0.5681279973402849
"(1905.2558883257648, 1140.0)",198,0.3658603648821863,0.5891890430030231,0.13385380659172652,0.5977330519904487
"(1974.53792062852, 1140.0)",165,0.2508756416328142,0.4885706930989745,0.0629385875646762,0.49954713613612267
"(2043.8199529312749, 1140.0)",172,0.2376531748694204,0.4740480519525398,0.05647903152551531,0.4853755777380155
"(2113.10198523403, 1140.0)",183,0.011981222686693327,0.13431463221481882,0.00014354969706813485,0.15385516426393128
"(2182.3840175367854, 1140.0)",121,0.32663710525200007,0.5577965691853192,0.10669179852740618,0.5670994866848803
"(2251.6660498395404, 1140.0)",133,0.1063677510282024,0.3214602533922759,0.011314098458797653,0.3364765671288972
"(2320.9480821422953, 1140.0)",188,0.3308107975940686,0.5582958797351955,0.10943578380482384,0.5675867264744622
"(2390.2301144450507, 1140.0)",176,0.06768304408583892,0.2902840293787435,0.0045809944567256145,0.30605402381977515
"(2459.5121467478057, 1140.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1140.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1140.0)",nan,nan,nan,nan,nan
"(0.0, 1200.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1200.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1200.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1200.0)",135,0.30193239383830694,0.5422838198824653,0.09116317044893049,0.5519617558517693
"(277.12812921102034, 1200.0)",145,0.005921125314229947,0.11185808726251917,3.5059724986814686e-05,0.1319415030364511
"(346.4101615137754, 1200.0)",78,0.10695584671187763,0.3297574940885588,0.011439553145854665,0.3445732232319361
"(415.6921938165305, 1200.0)",84,0.12327502565106285,0.35013069842964256,0.015196731949270204,0.36445390830602264
"(484.9742261192856, 1200.0)",78,0.16831613007022472,0.40641377469691425,0.028330319641816808,0.41937634934854456
"(554.2562584220407, 1200.0)",170,0.41719878916962605,0.6294364614266716,0.1740548296846021,0.6370074948974
"(623.5382907247957, 1200.0)",170,0.2602436628379903,0.4948639568392384,0.06772676404733356,0.5056882611360842
"(692.8203230275508, 1200.0)",210,0.06677221277504719,0.2565953774681106,0.004458528398876175,0.2731797901944235
"(762.102355330306, 1200.0)",211,0.2274870988533102,0.46426740974513225,0.051750380144695726,0.4758313811407391
"(831.384387633061, 1200.0)",150,0.2861035093979458,0.5207100945450825,0.08185521808982048,0.530909572202757
"(900.6664199358161, 1200.0)",191,0.1637728487959731,0.3934319394348361,0.026821546002748664,0.4067083480754901
"(969.9484522385712, 1200.0)",140,0.17483919289711025,0.4122420561640741,0.03056874337291293,0.42506373295457267
"(1039.2304845413262, 1200.0)",227,0.26321960082949003,0.49917950123811844,0.06928455826083607,0.5098994778735692
"(1108.5125168440813, 1200.0)",204,0.5373493515950638,0.7135267704726003,0.2887443256596355,0.7190649328897875
"(1177.7945491468365, 1200.0)",176,0.35674264725501925,0.5796415055226903,0.1272653163705191,0.5884163248471997
"(1247.0765814495915, 1200.0)",156,0.4234857588965406,0.6366557730630832,0.1793401879881789,0.6440522807196165
"(1316.3586137523466, 1200.0)",184,0.5230950589843757,0.7027222056350035,0.2736284407338675,0.7085215668437478
"(1385.6406460551016, 1200.0)",200,0.5052798105485659,0.693910475450725,0.2553076869479946,0.6999228589616403
"(1454.9226783578567, 1200.0)",256,0.36391319610311146,0.5869795536165971,0.13243281429798165,0.5955769766902324
"(1524.204710660612, 1200.0)",237,0.4702160967510032,0.6653966164720659,0.2211031776437488,0.6720983183979107
"(1593.4867429633669, 1200.0)",202,0.4075191816221597,0.6213388653960809,0.1660718833899948,0.6291056570791481
"(1662.768775266122, 1200.0)",179,0.092643811951159,0.29745363211281667,0.008582875892841712,0.31305030244517457
"(1732.0508075688772, 1200.0)",239,0.6832429169788203,0.8076499600633017,0.4668208836017272,0.8109127079915089
"(1801.3328398716321, 1200.0)",251,0.4686032860289171,0.665446386180545,0.21958903967709908,0.6721468849308888
"(1870.6148721743873, 1200.0)",200,0.5996122934469277,0.7527790573790141,0.3595349024526845,0.7573683014399403
"(1939.8969044771425, 1200.0)",264,0.3968837427877243,0.6117013968273672,0.1575167052891925,0.6197011729185671
"(2009.1789367798974, 1200.0)",141,0.3710488921009374,0.6017126117203497,0.13767728032933307,0.609953865246161
"(2078.4609690826524, 1200.0)",97,0.027943919288196506,0.21555589197507827,0.0007808626251852407,0.23313242832488074
"(2147.7430013854078, 1200.0)",200,0.3558127379704017,0.5793436750472064,0.12660270450199373,0.5881256943803653
"(2217.0250336881627, 1200.0)",176,0.13197689887408748,0.3548515308388734,0.017417901836421112,0.36906061527485223
"(2286.3070659909176, 1200.0)",173,0.09221559778811073,0.2977978516361076,0.008503716475418612,0.3133862005112976
"(2355.589098293673, 1200.0)",129,0.1907834589568136,0.4276846115472069,0.03639832821152617,0.44013296679581493
"(2424.871130596428, 1200.0)",33,0.7982053709314987,0.8999255808546546,0.6371318141838914,0.9009575790022679
"(2494.153162899183, 1200.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1200.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1260.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1260.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1260.0)",96,0.32369904029452523,0.5568736286811969,0.10478106868759667,0.5661988581338981
"(242.4871130596428, 1260.0)",100,0.19501713842324286,0.435136142195254,0.038031684278790265,0.44740435776866216
"(311.76914536239786, 1260.0)",167,0.2681839913642501,0.5056672159869495,0.07192265322406016,0.5162303530571023
"(381.0511776651529, 1260.0)",160,0.06749525415111224,0.2554471696208086,0.004555609332923234,0.2720593401056874
"(450.33320996790803, 1260.0)",104,0.14182036101237872,0.37183437887497117,0.02011301479768143,0.3856329054170503
"(519.6152422706632, 1260.0)",168,0.03830964578106344,0.2059632464358195,0.0014676289598705519,0.22377168360350327
"(588.8972745734183, 1260.0)",207,0.05653845340744379,0.23473127300492577,0.003196596713705692,0.25184424729295835
"(658.1793068761733, 1260.0)",178,-0.0013447020843290192,0.07502199448974421,1.8082236955988087e-06,0.0959959174763733
"(727.4613391789284, 1260.0)",165,0.1078006133224465,0.32304944877818664,0.01162097223269563,0.33802734394630585
"(796.7433714816835, 1260.0)",142,0.14809572594935871,0.3765496963266021,0.02193234404446756,0.390234230751582
"(866.0254037844386, 1260.0)",241,0.13737685271151157,0.35990417386027984,0.018872399660920344,0.3739911113823202
"(935.3074360871937, 1260.0)",167,0.213571726366391,0.4509672601815887,0.04561288230312059,0.46285276076839793
"(1004.5894683899488, 1260.0)",187,0.2636342729850669,0.5021101418837961,0.06950302989236479,0.5127592707056935
"(1073.8715006927036, 1260.0)",212,0.37082669509669897,0.591542938599561,0.13751243779634015,0.6000300425015427
"(1143.1535329954588, 1260.0)",213,0.347190397527424,0.5712566070280168,0.12054117213525069,0.5802341300603624
"(1212.435565298214, 1260.0)",193,0.5336447150951986,0.7122489940265542,0.2847766819490357,0.7178180465044337
"(1281.717597600969, 1260.0)",199,0.4250525521765285,0.6357278532947841,0.18066967211178048,0.6431467932774485
"(1350.999629903724, 1260.0)",151,0.20332769900037406,0.44213072775160306,0.04134215318078672,0.4542298502312844
"(1420.281662206479, 1260.0)",168,0.26809737661038024,0.5032664212081943,0.07187620334536807,0.5138875971447349
"(1489.5636945092342, 1260.0)",158,0.23225056563065416,0.4673293614076948,0.0539403252357588,0.4788193105649155
"(1558.8457268119894, 1260.0)",236,0.17855810437682074,0.4103310510372842,0.03188299663864361,0.42319892610020554
"(1628.1277591147443, 1260.0)",202,0.08238420808974256,0.2803649404776483,0.006787157742574003,0.2963747274575982
"(1697.4097914174995, 1260.0)",224,0.3819697417149246,0.5987750074400269,0.1459008835857662,0.6070872771242515
"(1766.6918237202547, 1260.0)",205,0.5328740526080551,0.7106708090922677,0.2839547559429323,0.7162780139625744
"(1835.9738560230096, 1260.0)",194,0.5213273228563216,0.7014254521854602,0.27178217755653933,0.7072561622212103
"(1905.2558883257648, 1260.0)",253,0.5193565998076402,0.709331456911983,0.2697312777637533,0.7149710404274474
"(1974.53792062852, 1260.0)",219,0.1932524818906014,0.4267791745892115,0.03734652175687722,0.43924941864526473
"(2043.8199529312749, 1260.0)",121,0.1376437994895825,0.367168149357301,0.01894581553792839,0.38107948132277886
"(2113.10198523403, 1260.0)",148,0.5308191976832546,0.711476287486805,0.2817690206290941,0.7170640200334744
"(2182.3840175367854, 1260.0)",215,0.17465834139589353,0.4084195576223956,0.0305055362191645,0.4213336427620339
"(2251.6660498395404, 1260.0)",190,0.13518686293778504,0.3559183658839926,0.018275487910959478,0.3701016597371239
"(2320.9480821422953, 1260.0)",107,0.33670707007029255,0.566191750751279,0.11337165103532089,0.5752917159512435
"(2390.2301144450507, 1260.0)",43,0.8174188375799669,0.8900021460460612,0.6681735560305844,0.8912740417942777
"(2459.5121467478057, 1260.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1260.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1260.0)",nan,nan,nan,nan,nan
"(0.0, 1320.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1320.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1320.0)",109,0.06687249735051104,0.26842533684167047,0.004471930901894106,0.2847237620118912
"(207.84609690826525, 1320.0)",118,0.13785368828838895,0.379532109488772,0.019003639374712306,0.3931445445071036
"(277.12812921102034, 1320.0)",198,0.38850578700770466,0.6073144785827055,0.15093674653847597,0.6154203077876946
"(346.4101615137754, 1320.0)",150,0.3784915583072681,0.5978483299674567,0.14325585970986413,0.606183001945493
"(415.6921938165305, 1320.0)",134,0.2658227787545373,0.5016964631116955,0.07066174970478369,0.5123555925580502
"(484.9742261192856, 1320.0)",167,0.11917773913269714,0.3354342019619341,0.01420333350478121,0.3501126975138771
"(554.2562584220407, 1320.0)",160,0.33213012334452485,0.5617323461428727,0.1103104188328493,0.5709401168039814
"(623.5382907247957, 1320.0)",183,0.06827728671344047,0.2630753282512456,0.004661787880949354,0.2795030891050078
"(692.8203230275508, 1320.0)",195,0.20199725237688315,0.439284081515817,0.04080288996781022,0.45145202125634637
"(762.102355330306, 1320.0)",170,0.18699968935028255,0.42223311396660895,0.03496888381710218,0.43481325838041074
"(831.384387633061, 1320.0)",72,0.01735943642778004,0.17746960083173124,0.0003013500330901366,0.1959668677589391
"(900.6664199358161, 1320.0)",170,0.15984553323360529,0.3877650030668125,0.025550594494735613,0.40117840907417285
"(969.9484522385712, 1320.0)",137,0.2642142221129653,0.5010593639318168,0.06980915516675937,0.5117338951586585
"(1039.2304845413262, 1320.0)",200,0.42306615883033016,0.6320649167779163,0.17898497474745015,0.6395724077208589
"(1108.5125168440813, 1320.0)",211,0.5378650594478986,0.7148881939150226,0.28929882217489156,0.7203934441174835
"(1177.7945491468365, 1320.0)",237,0.3713504296947663,0.5945191741755308,0.13790114163448755,0.6029343280131169
"(1247.0765814495915, 1320.0)",153,0.3724817212781366,0.5965052610426224,0.13874263268632345,0.6048724015175779
"(1316.3586137523466, 1320.0)",170,0.36924387175517137,0.5948310182373574,0.13634103682874943,0.6032386332898718
"(1385.6406460551016, 1320.0)",192,0.25352431779274354,0.49198716485431093,0.06427457971227601,0.5028810151811283
"(1454.9226783578567, 1320.0)",201,0.19018613801552076,0.42339402109801855,0.036170767093258706,0.4359461007498987
"(1524.204710660612, 1320.0)",187,0.5260617704916262,0.7052872904006227,0.2767409863727844,0.711024641056319
"(1593.4867429633669, 1320.0)",201,0.6361715172500408,0.7756286383136612,0.404714199360219,0.779665497061766
"(1662.768775266122, 1320.0)",199,0.3254254659088829,0.553437288963361,0.1059017338620135,0.5628455914315117
"(1732.0508075688772, 1320.0)",214,0.42295175256278483,0.6311671006550253,0.17888818499593118,0.6386962961728272
"(1801.3328398716321, 1320.0)",236,0.4725588911662655,0.6671885685097191,0.22331190562029035,0.6738469502543443
"(1870.6148721743873, 1320.0)",207,0.5145374380575813,0.6982897230452298,0.26474877516285933,0.7041962388792135
"(1939.8969044771425, 1320.0)",239,0.220278634978327,0.45660946205639613,0.04852267702791503,0.4683585632292935
"(2009.1789367798974, 1320.0)",159,0.09508262947273205,0.30739451464125156,0.009040706427448853,0.32275086557690386
"(2078.4609690826524, 1320.0)",212,0.22173247532743678,0.4566868391107919,0.04916529061483236,0.4684340697045955
"(2147.7430013854078, 1320.0)",107,0.3633041717727221,0.5915745529791626,0.13198992122746359,0.600060892608092
"(2217.0250336881627, 1320.0)",188,0.1456843092524973,0.36989506858557797,0.021223917962377273,0.38374047767329017
"(2286.3070659909176, 1320.0)",106,0.37974298589517197,0.6006597857648687,0.14420473533658076,0.6089264912058127
"(2355.589098293673, 1320.0)",106,0.14204388632267917,0.39272210465385327,0.020176465641650203,0.40601567344762635
"(2424.871130596428, 1320.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1320.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1320.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1380.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1380.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1380.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1380.0)",74,0.45122128578787146,0.6883750061944814,0.20360064874805997,0.6945212088736987
"(311.76914536239786, 1380.0)",168,0.2549284522283284,0.5049844187631238,0.0649885157555311,0.5155640623573637
"(381.0511776651529, 1380.0)",129,0.3593193115400164,0.5845827492221776,0.12911036764559136,0.5932381146952367
"(450.33320996790803, 1380.0)",117,0.13737596419669496,0.3666476256395173,0.018872155538971615,0.38057154119055414
"(519.6152422706632, 1380.0)",108,0.09300660314672449,0.30745261346785646,0.008650228228892302,0.3228075598727823
"(588.8972745734183, 1380.0)",197,-0.004495573641296491,0.07287597386407577,2.021018236431979e-05,0.0939017765888069
"(658.1793068761733, 1380.0)",120,0.16827245890570963,0.40526712856520863,0.02831562042617374,0.4182574232211563
"(727.4613391789284, 1380.0)",223,0.1650548697183487,0.39744698442829574,0.027243110017741066,0.4106263299371992
"(796.7433714816835, 1380.0)",162,0.3941559582119831,0.6085548892247018,0.1553589193940066,0.6166307316819047
"(866.0254037844386, 1380.0)",141,0.03756858972385646,0.2005120140538111,0.0014113989338394532,0.2184522339755511
"(935.3074360871937, 1380.0)",129,0.20574490853320637,0.4420637471929254,0.04233096738733746,0.4541644889179209
"(1004.5894683899488, 1380.0)",199,0.23502028567690703,0.4699527139668571,0.05523453467965499,0.48137924395555215
"(1073.8715006927036, 1380.0)",244,0.18281496819049559,0.4140354015830406,0.033421312594491916,0.42681372450752797
"(1143.1535329954588, 1380.0)",237,0.3777108358868311,0.5970875170267771,0.14266547554632864,0.6054405815475666
"(1212.435565298214, 1380.0)",195,0.2685554225636422,0.5030609493625372,0.07212201498833641,0.5136870925512154
"(1281.717597600969, 1380.0)",164,0.19589728349676516,0.42900752504639345,0.03837574568141198,0.4414238990525807
"(1350.999629903724, 1380.0)",165,0.3087195720464324,0.5474774031407392,0.09530777416453237,0.5570297849862722
"(1420.281662206479, 1380.0)",224,0.25175999876863675,0.48723431909234893,0.06338309697998398,0.49824306877773755
"(1489.5636945092342, 1380.0)",165,0.23729373238412466,0.47903005861931136,0.05630831542878857,0.49023714511450095
"(1558.8457268119894, 1380.0)",216,0.419860373530462,0.6289040595384202,0.17628273326113908,0.63648796374776
"(1628.1277591147443, 1380.0)",179,0.4743847645980095,0.6691797743405554,0.22504090488270886,0.6757900189723424
"(1697.4097914174995, 1380.0)",204,0.6322655453121049,0.7780488887440509,0.39975971978881336,0.7820272382882048
