Hexagon Center,Number of Pixels,Alignment Metric,Adjusted Metric,Metric Squared,metric2
"(1628.1277591147443, 1860.0)",138,0.30074471476344944,0.5473001841688167,0.09044738345814857,0.5568568502573527
"(1697.4097914174995, 1860.0)",112,0.26815187691378783,0.5159400233902904,0.07190542909238722,0.5262548168279154
"(1766.6918237202547, 1860.0)",145,0.15192443633910324,0.38767611659475043,0.023081034356954234,0.40109167141971125
"(1835.9738560230096, 1860.0)",119,0.335051788455623,0.5723092135276329,0.11225970094731155,0.5812612899501596
"(1905.2558883257648, 1860.0)",106,0.35825555945703336,0.5909773304298379,0.12834704588187196,0.5994781078274807
"(1974.53792062852, 1860.0)",146,0.36298405477769213,0.5913541991119899,0.1317574240228546,0.5998458657637736
"(2043.8199529312749, 1860.0)",129,0.5942908616307694,0.7531259714217792,0.35318162821784227,0.7577068288859191
"(2113.10198523403, 1860.0)",167,0.10270152713857938,0.344973128195015,0.010547603676596358,0.3594210215855306
"(2182.3840175367854, 1860.0)",15,0.9712410868224033,0.9991804973478433,0.9433092487319631,0.9978130222511564
"(2251.6660498395404, 1860.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 1860.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 1860.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1860.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1860.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1860.0)",nan,nan,nan,nan,nan
"(0.0, 1920.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1920.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1920.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1920.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 1920.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 1920.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 1920.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 1920.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 1920.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 1920.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 1920.0)",36,0.1476474601551203,0.4300208656535949,0.02179977249025784,0.44241274229723077
"(762.102355330306, 1920.0)",116,0.9154851476421266,0.9519143141040026,0.8381130555533264,0.9516894921479445
"(831.384387633061, 1920.0)",175,0.26047851874955574,0.5058896997819725,0.06784905872996266,0.5164474583385734
"(900.6664199358161, 1920.0)",20,-0.033815782171263686,0.1443558117210971,0.001143507123854355,0.16365359970857726
"(969.9484522385712, 1920.0)",120,0.09802824428828028,0.3202997135258143,0.009609536678242754,0.3353440831457803
"(1039.2304845413262, 1920.0)",162,0.11659807446738846,0.33488346534770497,0.013595110969502664,0.3495752748776068
"(1108.5125168440813, 1920.0)",233,0.03919882392868135,0.20866228027692435,0.0015365477973917614,0.22640546869204242
"(1177.7945491468365, 1920.0)",nan,nan,nan,nan,nan
"(1247.0765814495915, 1920.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 1920.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 1920.0)",nan,nan,nan,nan,nan
"(1454.9226783578567, 1920.0)",nan,nan,nan,nan,nan
"(1524.204710660612, 1920.0)",nan,nan,nan,nan,nan
"(1593.4867429633669, 1920.0)",nan,nan,nan,nan,nan
"(1662.768775266122, 1920.0)",92,0.2022936509859563,0.49424184944633004,0.0409227212292279,0.5050811930993822
"(1732.0508075688772, 1920.0)",147,0.39116497936143224,0.6097866104707451,0.1530100410788297,0.6178326762450518
"(1801.3328398716321, 1920.0)",159,0.11110428999761401,0.3296743669719392,0.012344163255873914,0.3444921057013325
"(1870.6148721743873, 1920.0)",147,0.35583494782942027,0.5812566787213428,0.12661851009676625,0.589992451467486
"(1939.8969044771425, 1920.0)",143,0.0628494457874822,0.25209232193422876,0.003950052835793663,0.26878559537649305
"(2009.1789367798974, 1920.0)",173,0.494516899276229,0.6842695858044685,0.24454696366977602,0.690515036427571
"(2078.4609690826524, 1920.0)",176,0.5539590998879542,0.7265023653902882,0.30687068434867243,0.7317268446778744
"(2147.7430013854078, 1920.0)",62,0.653102456662765,0.7973010821645163,0.42654281889893886,0.8008140127184716
"(2217.0250336881627, 1920.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 1920.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 1920.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 1920.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1920.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1920.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1980.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1980.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1980.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1980.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 1980.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 1980.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 1980.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 1980.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 1980.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 1980.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 1980.0)",nan,nan,nan,nan,nan
"(796.7433714816835, 1980.0)",nan,nan,nan,nan,nan
"(866.0254037844386, 1980.0)",102,0.590091704250503,0.7595451140807359,0.34820821942526303,0.7639707896999284
"(935.3074360871937, 1980.0)",126,0.4978019474490676,0.7085718058772486,0.24780677888408426,0.7142297538465582
"(1004.5894683899488, 1980.0)",166,0.492183169489151,0.6823956961831372,0.2422442723283863,0.6886864478166885
"(1073.8715006927036, 1980.0)",216,0.012852628037067548,0.13142775591781555,0.00016519004745921482,0.15103807778368472
"(1143.1535329954588, 1980.0)",52,0.9713104119055687,0.9991075497159566,0.9434439162761654,0.9977418381177152
"(1212.435565298214, 1980.0)",nan,nan,nan,nan,nan
"(1281.717597600969, 1980.0)",nan,nan,nan,nan,nan
"(1350.999629903724, 1980.0)",nan,nan,nan,nan,nan
"(1420.281662206479, 1980.0)",nan,nan,nan,nan,nan
"(1489.5636945092342, 1980.0)",nan,nan,nan,nan,nan
"(1558.8457268119894, 1980.0)",nan,nan,nan,nan,nan
"(1628.1277591147443, 1980.0)",36,0.10604536509226614,0.432148319427741,0.011245619457552019,0.4444887651842238
"(1697.4097914174995, 1980.0)",179,0.8291169030250145,0.9045627982865904,0.6874348388817914,0.9054826923737797
"(1766.6918237202547, 1980.0)",185,0.42501410375385706,0.6399671615398462,0.1806369883896944,0.6472836168591029
"(1835.9738560230096, 1980.0)",163,0.44642829425485386,0.6489244145400741,0.1992982219112984,0.6560243295641409
"(1905.2558883257648, 1980.0)",135,0.18771210087719492,0.42539682495400694,0.0352358328157302,0.43790048711246893
"(1974.53792062852, 1980.0)",198,0.3068291506393952,0.5377835464429926,0.09414412768209267,0.5475702758715183
"(2043.8199529312749, 1980.0)",176,0.41637641972851425,0.6385065949534202,0.17336932290593587,0.6458583592585636
"(2113.10198523403, 1980.0)",99,0.48001624460707304,0.7164405264681234,0.2304155950866774,0.7219082492557316
"(2182.3840175367854, 1980.0)",nan,nan,nan,nan,nan
"(2251.6660498395404, 1980.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 1980.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 1980.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1980.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1980.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1980.0)",nan,nan,nan,nan,nan
"(0.0, 2040.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 2040.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 2040.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 2040.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 2040.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 2040.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 2040.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 2040.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 2040.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 2040.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 2040.0)",nan,nan,nan,nan,nan
"(762.102355330306, 2040.0)",nan,nan,nan,nan,nan
"(831.384387633061, 2040.0)",nan,nan,nan,nan,nan
"(900.6664199358161, 2040.0)",nan,nan,nan,nan,nan
"(969.9484522385712, 2040.0)",40,0.9398524100269272,0.971372444567403,0.8833225526334233,0.9706772251229319
"(1039.2304845413262, 2040.0)",94,0.505856833533241,0.7205841473596808,0.25589113603227703,0.7259516987118065
"(1108.5125168440813, 2040.0)",57,0.22074901822975246,0.4947306598525364,0.048730129049399586,0.505558186584748
"(1177.7945491468365, 2040.0)",nan,nan,nan,nan,nan
"(1247.0765814495915, 2040.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 2040.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 2040.0)",nan,nan,nan,nan,nan
"(1454.9226783578567, 2040.0)",nan,nan,nan,nan,nan
"(1524.204710660612, 2040.0)",nan,nan,nan,nan,nan
"(1593.4867429633669, 2040.0)",11,0.6152639783760916,0.7950448701922009,0.3785497630871757,0.7986123443441191
"(1662.768775266122, 2040.0)",169,0.18670553053340466,0.4192972823796804,0.0348589551317601,0.43194840009728913
"(1732.0508075688772, 2040.0)",192,0.47913944507466844,0.6764220482204464,0.22957460782646122,0.6828572119291247
"(1801.3328398716321, 2040.0)",198,0.15697404215540356,0.38484834854990985,0.024640849910606413,0.3983322642581842
"(1870.6148721743873, 2040.0)",94,0.5129909618429247,0.6975915078396386,0.26315972693252904,0.7035149029251876
"(1939.8969044771425, 2040.0)",137,0.22455675941066433,0.4603253935288224,0.05042573819701898,0.47198466259605926
"(2009.1789367798974, 2040.0)",176,0.4398763608789049,0.6469720156903075,0.1934912128600686,0.6541191296740605
"(2078.4609690826524, 2040.0)",123,0.21482646129159044,0.4598881548635217,0.04615040847106721,0.47155799411222493
"(2147.7430013854078, 2040.0)",nan,nan,nan,nan,nan
"(2217.0250336881627, 2040.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 2040.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 2040.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 2040.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 2040.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 2040.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 2100.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 2100.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 2100.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 2100.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 2100.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 2100.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 2100.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 2100.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 2100.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 2100.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 2100.0)",nan,nan,nan,nan,nan
"(796.7433714816835, 2100.0)",nan,nan,nan,nan,nan
"(866.0254037844386, 2100.0)",nan,nan,nan,nan,nan
"(935.3074360871937, 2100.0)",nan,nan,nan,nan,nan
"(1004.5894683899488, 2100.0)",nan,nan,nan,nan,nan
"(1073.8715006927036, 2100.0)",nan,nan,nan,nan,nan
"(1143.1535329954588, 2100.0)",nan,nan,nan,nan,nan
"(1212.435565298214, 2100.0)",nan,nan,nan,nan,nan
"(1281.717597600969, 2100.0)",nan,nan,nan,nan,nan
"(1350.999629903724, 2100.0)",nan,nan,nan,nan,nan
"(1420.281662206479, 2100.0)",nan,nan,nan,nan,nan
"(1489.5636945092342, 2100.0)",nan,nan,nan,nan,nan
"(1558.8457268119894, 2100.0)",nan,nan,nan,nan,nan
"(1628.1277591147443, 2100.0)",142,0.06813255574182575,0.2997781794038185,0.0046420451519129935,0.3153186541417723
"(1697.4097914174995, 2100.0)",111,0.28194300466841105,0.5165070696428663,0.07949185788145165,0.5268081548193854
"(1766.6918237202547, 2100.0)",166,0.33141048325816436,0.5594321668755172,0.10983290841341004,0.5686955440375844
"(1835.9738560230096, 2100.0)",82,0.39207726043452396,0.6106452562884606,0.15372457814984153,0.6186705644243677
"(1905.2558883257648, 2100.0)",118,0.5673919599852781,0.7349577144541597,0.32193363625593546,0.7399777869015933
"(1974.53792062852, 2100.0)",142,0.7990894508845392,0.895098347204756,0.6385439505149544,0.8962470430273678
"(2043.8199529312749, 2100.0)",93,0.17456768196904426,0.41361260624688173,0.03047387558804538,0.4264011501874434
"(2113.10198523403, 2100.0)",nan,nan,nan,nan,nan
"(2182.3840175367854, 2100.0)",nan,nan,nan,nan,nan
"(2251.6660498395404, 2100.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 2100.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 2100.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 2100.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 2100.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 2100.0)",nan,nan,nan,nan,nan
"(0.0, 2160.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 2160.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 2160.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 2160.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 2160.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 2160.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 2160.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 2160.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 2160.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 2160.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 2160.0)",nan,nan,nan,nan,nan
"(762.102355330306, 2160.0)",nan,nan,nan,nan,nan
"(831.384387633061, 2160.0)",nan,nan,nan,nan,nan
"(900.6664199358161, 2160.0)",nan,nan,nan,nan,nan
"(969.9484522385712, 2160.0)",nan,nan,nan,nan,nan
"(1039.2304845413262, 2160.0)",nan,nan,nan,nan,nan
"(1108.5125168440813, 2160.0)",nan,nan,nan,nan,nan
"(1177.7945491468365, 2160.0)",nan,nan,nan,nan,nan
"(1247.0765814495915, 2160.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 2160.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 2160.0)",nan,nan,nan,nan,nan
"(1454.9226783578567, 2160.0)",nan,nan,nan,nan,nan
"(1524.204710660612, 2160.0)",nan,nan,nan,nan,nan
"(1593.4867429633669, 2160.0)",81,0.11725416199386296,0.34494174362501173,0.013748538504883057,0.35939039573296583
"(1662.768775266122, 2160.0)",93,0.3029084409397105,0.5514249402994422,0.09175352359252607,0.5608818910053617
"(1732.0508075688772, 2160.0)",84,0.21217998412095573,0.4533869916007472,0.045020345661569025,0.465213995530627
"(1801.3328398716321, 2160.0)",105,0.4964303934425738,0.688840032947048,0.2464431355335486,0.6949749936718101
"(1870.6148721743873, 2160.0)",nan,nan,nan,nan,nan
"(1939.8969044771425, 2160.0)",53,0.24274329881123458,0.4869947208085679,0.058924309117760316,0.4980092627477977
"(2009.1789367798974, 2160.0)",117,0.34876771208017465,0.5777415503779917,0.1216389169896396,0.5865623008432057
"(2078.4609690826524, 2160.0)",nan,nan,nan,nan,nan
"(2147.7430013854078, 2160.0)",nan,nan,nan,nan,nan
"(2217.0250336881627, 2160.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 2160.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 2160.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 2160.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 2160.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 2160.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 2220.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 2220.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 2220.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 2220.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 2220.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 2220.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 2220.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 2220.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 2220.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 2220.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 2220.0)",nan,nan,nan,nan,nan
"(796.7433714816835, 2220.0)",nan,nan,nan,nan,nan
"(866.0254037844386, 2220.0)",nan,nan,nan,nan,nan
"(935.3074360871937, 2220.0)",nan,nan,nan,nan,nan
"(1004.5894683899488, 2220.0)",nan,nan,nan,nan,nan
"(1073.8715006927036, 2220.0)",nan,nan,nan,nan,nan
"(1143.1535329954588, 2220.0)",nan,nan,nan,nan,nan
"(1212.435565298214, 2220.0)",nan,nan,nan,nan,nan
"(1281.717597600969, 2220.0)",nan,nan,nan,nan,nan
"(1350.999629903724, 2220.0)",nan,nan,nan,nan,nan
"(1420.281662206479, 2220.0)",nan,nan,nan,nan,nan
"(1489.5636945092342, 2220.0)",nan,nan,nan,nan,nan
"(1558.8457268119894, 2220.0)",79,-0.030873213743450534,0.0932840532913566,0.000953155326848783,0.11381649364892805
"(1628.1277591147443, 2220.0)",134,0.4038543094323481,0.6263568245715379,0.16309830324707877,0.6340023078176238
"(1697.4097914174995, 2220.0)",110,0.40572178713878726,0.6274169997295245,0.16461016855909139,0.6350368533945706
"(1766.6918237202547, 2220.0)",103,0.37965368590278503,0.5995701310988711,0.14413692121957056,0.6078631787836954
"(1835.9738560230096, 2220.0)",68,0.3328155456421915,0.5690982147837499,0.11076618742110966,0.578127916636287
"(1905.2558883257648, 2220.0)",86,0.3442500259585186,0.5746516001147275,0.11850808037244073,0.5835470496804483
"(1974.53792062852, 2220.0)",18,0.7405673587456503,0.8442532220735757,0.5484400128395087,0.8466310914390793
"(2043.8199529312749, 2220.0)",nan,nan,nan,nan,nan
"(2113.10198523403, 2220.0)",nan,nan,nan,nan,nan
"(2182.3840175367854, 2220.0)",nan,nan,nan,nan,nan
"(2251.6660498395404, 2220.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 2220.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 2220.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 2220.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 2220.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 2220.0)",nan,nan,nan,nan,nan
"(0.0, 2280.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 2280.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 2280.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 2280.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 2280.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 2280.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 2280.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 2280.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 2280.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 2280.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 2280.0)",nan,nan,nan,nan,nan
"(762.102355330306, 2280.0)",nan,nan,nan,nan,nan
"(831.384387633061, 2280.0)",nan,nan,nan,nan,nan
"(900.6664199358161, 2280.0)",nan,nan,nan,nan,nan
"(969.9484522385712, 2280.0)",nan,nan,nan,nan,nan
"(1039.2304845413262, 2280.0)",nan,nan,nan,nan,nan
"(1108.5125168440813, 2280.0)",nan,nan,nan,nan,nan
"(1177.7945491468365, 2280.0)",nan,nan,nan,nan,nan
"(1247.0765814495915, 2280.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 2280.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 2280.0)",nan,nan,nan,nan,nan
"(1454.9226783578567, 2280.0)",nan,nan,nan,nan,nan
"(1524.204710660612, 2280.0)",nan,nan,nan,nan,nan
"(1593.4867429633669, 2280.0)",nan,nan,nan,nan,nan
"(1662.768775266122, 2280.0)",62,0.9252864604753215,0.9590350052621013,0.8561550339389487,0.9586380416276412
"(1732.0508075688772, 2280.0)",112,0.5424231308331069,0.7251898280642903,0.2942228528627898,0.7304460377518118
"(1801.3328398716321, 2280.0)",36,0.4867957719466389,0.6830207830790712,0.2369701235851241,0.6892964233273617
"(1870.6148721743873, 2280.0)",95,0.39705418646900537,0.6144029740766707,0.15765202699256367,0.6223374399287797
"(1939.8969044771425, 2280.0)",66,0.22206039015562595,0.4657786466659198,0.04931081687606882,0.47730608412763853
"(2009.1789367798974, 2280.0)",nan,nan,nan,nan,nan
"(2078.4609690826524, 2280.0)",nan,nan,nan,nan,nan
"(2147.7430013854078, 2280.0)",nan,nan,nan,nan,nan
"(2217.0250336881627, 2280.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 2280.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 2280.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 2280.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 2280.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 2280.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 2340.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 2340.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 2340.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 2340.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 2340.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 2340.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 2340.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 2340.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 2340.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 2340.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 2340.0)",nan,nan,nan,nan,nan
"(796.7433714816835, 2340.0)",nan,nan,nan,nan,nan
"(866.0254037844386, 2340.0)",nan,nan,nan,nan,nan
"(935.3074360871937, 2340.0)",nan,nan,nan,nan,nan
"(1004.5894683899488, 2340.0)",nan,nan,nan,nan,nan
"(1073.8715006927036, 2340.0)",nan,nan,nan,nan,nan
"(1143.1535329954588, 2340.0)",nan,nan,nan,nan,nan
"(1212.435565298214, 2340.0)",nan,nan,nan,nan,nan
"(1281.717597600969, 2340.0)",nan,nan,nan,nan,nan
"(1350.999629903724, 2340.0)",nan,nan,nan,nan,nan
"(1420.281662206479, 2340.0)",nan,nan,nan,nan,nan
"(1489.5636945092342, 2340.0)",nan,nan,nan,nan,nan
"(1558.8457268119894, 2340.0)",nan,nan,nan,nan,nan
"(1628.1277591147443, 2340.0)",nan,nan,nan,nan,nan
"(1697.4097914174995, 2340.0)",nan,nan,nan,nan,nan
"(1766.6918237202547, 2340.0)",nan,nan,nan,nan,nan
"(1835.9738560230096, 2340.0)",24,0.0973302823202451,0.3737786496466624,0.009473183856538616,0.38753017372416676
"(1905.2558883257648, 2340.0)",24,0.7297027716268563,0.8334284284934532,0.5324661349199159,0.8360679856774375
"(1974.53792062852, 2340.0)",11,0.6223308226169162,0.7837878936855182,0.3872956527790476,0.7876275036156308
"(2043.8199529312749, 2340.0)",nan,nan,nan,nan,nan
"(2113.10198523403, 2340.0)",nan,nan,nan,nan,nan
"(2182.3840175367854, 2340.0)",nan,nan,nan,nan,nan
"(2251.6660498395404, 2340.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 2340.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 2340.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 2340.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 2340.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 2340.0)",nan,nan,nan,nan,nan
"(0.0, 2400.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 2400.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 2400.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 2400.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 2400.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 2400.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 2400.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 2400.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 2400.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 2400.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 2400.0)",nan,nan,nan,nan,nan
"(762.102355330306, 2400.0)",nan,nan,nan,nan,nan
"(831.384387633061, 2400.0)",nan,nan,nan,nan,nan
"(900.6664199358161, 2400.0)",nan,nan,nan,nan,nan
"(969.9484522385712, 2400.0)",nan,nan,nan,nan,nan
"(1039.2304845413262, 2400.0)",nan,nan,nan,nan,nan
"(1108.5125168440813, 2400.0)",nan,nan,nan,nan,nan
"(1177.7945491468365, 2400.0)",nan,nan,nan,nan,nan
"(1247.0765814495915, 2400.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 2400.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 2400.0)",nan,nan,nan,nan,nan
"(1454.9226783578567, 2400.0)",nan,nan,nan,nan,nan
"(1524.204710660612, 2400.0)",nan,nan,nan,nan,nan
"(1593.4867429633669, 2400.0)",nan,nan,nan,nan,nan
"(1662.768775266122, 2400.0)",nan,nan,nan,nan,nan
"(1732.0508075688772, 2400.0)",nan,nan,nan,nan,nan
"(1801.3328398716321, 2400.0)",nan,nan,nan,nan,nan
"(1870.6148721743873, 2400.0)",nan,nan,nan,nan,nan
"(1939.8969044771425, 2400.0)",13,0.8842512107366447,0.928045115552083,0.7819002036892221,0.928397328017208
"(2009.1789367798974, 2400.0)",nan,nan,nan,nan,nan
"(2078.4609690826524, 2400.0)",nan,nan,nan,nan,nan
"(2147.7430013854078, 2400.0)",nan,nan,nan,nan,nan
"(2217.0250336881627, 2400.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 2400.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 2400.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 2400.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 2400.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 2400.0)",nan,nan,nan,nan,nan
